"OverallQual","Neighborhood","GarageCars","LandSlope","GrLivArea","WoodDeckSF","MSZoning","SaleType","BsmtUnfSF","YearRemodAdd","HouseStyle","BsmtQual","SalesPrice"
7,"Timber",2.0,"Gtl",1339,0,"RL","WD",256.0,1990,"1Story","Gd",179999.99999999997
5,"CollgCr",2.0,"Gtl",1040,0,"RL","WD",364.0,2008,"1Story","Gd",150499.9999999999
6,"Mitchel",0.0,"Gtl",1824,128,"RL","WD",912.0,1971,"2Story","TA",138999.99999999994
6,"SWISU",1.0,"Gtl",2447,272,"RL","WD",804.0,1990,"1.5Fin","TA",169000.00000000012
6,"BrkSide",1.0,"Gtl",1412,45,"RM","WD",780.0,1950,"1.5Fin","TA",132499.99999999994
6,"NWAmes",2.0,"Gtl",1328,0,"RL","WD",678.0,1963,"1Story","TA",142999.9999999999
5,"ClearCr",2.0,"Mod",1582,168,"RL","WD",812.0,1964,"1Story","TA",190000.00000000012
8,"StoneBr",2.0,"Gtl",1659,212,"RL","WD",343.0,2000,"1Story","Gd",277999.9999999999
8,"NridgHt",3.0,"Gtl",1970,177,"RL","New",1085.0,2006,"2Story","Gd",280999.9999999998
5,"NAmes",2.0,"Gtl",1152,227,"RL","WD",138.0,1964,"SLvl","TA",180499.99999999988
5,"BrDale",1.0,"Gtl",1302,185,"RM","WD",399.0,1972,"2Story","TA",119500.0
5,"OldTown",1.0,"Gtl",2372,0,"RM","WD",994.0,1965,"2Story","TA",107500.00000000003
7,"NWAmes",2.0,"Gtl",1664,0,"RL","WD",638.0,1976,"2Story","Gd",162900.0000000001
5,"Edwards",2.0,"Gtl",864,0,"RL","WD",697.0,1990,"1Story","TA",115000.00000000009
5,"NAmes",1.0,"Gtl",1052,356,"RL","WD",36.0,1968,"1Story","TA",138500.0000000001
5,"NAmes",2.0,"Gtl",1128,192,"RL","WD",344.0,1963,"1Story","TA",155000.0
6,"Edwards",2.0,"Gtl",1072,0,"RM","New",0.0,2006,"SFoyer","Gd",139999.9999999999
5,"NAmes",1.0,"Gtl",1246,218,"RL","WD",0.0,1994,"1Story","TA",154000.00000000003
7,"Gilbert",2.0,"Gtl",1983,0,"RL","WD",284.0,1999,"2Story","Gd",225000.00000000015
6,"Crawfor",1.0,"Gtl",1494,0,"RL","WD",224.0,1950,"2Story","TA",177499.99999999997
8,"NoRidge",3.0,"Gtl",2526,309,"RL","WD",425.0,1994,"2Story","Gd",289999.9999999999
7,"Somerst",3.0,"Gtl",1616,208,"RL","WD",1616.0,2005,"1Story","Gd",232000.00000000015
7,"Edwards",2.0,"Gtl",1708,0,"RM","WD",976.0,2004,"2Story","Gd",130000.00000000006
9,"NridgHt",2.0,"Gtl",1652,404,"RL","WD",80.0,2007,"1Story","Ex",324999.9999999999
7,"NridgHt",2.0,"Gtl",1368,132,"RL","New",1368.0,2006,"1Story","Gd",202500.00000000003
5,"CollgCr",2.0,"Gtl",990,0,"RL","WD",244.0,1995,"1Story","Gd",137999.99999999988
5,"OldTown",2.0,"Gtl",1122,0,"RM","WD",172.0,2005,"1Story","TA",146999.9999999999
6,"SawyerW",2.0,"Gtl",1294,112,"RL","WD",78.0,1991,"1Story","Gd",179199.9999999999
7,"Crawfor",2.0,"Gtl",1902,0,"RL","WD",496.0,2002,"1Story","Gd",334999.9999999999
7,"CollgCr",2.0,"Gtl",1274,264,"RL","New",349.0,2007,"1Story","Gd",203000.00000000012
8,"NoRidge",2.0,"Gtl",2810,500,"RL","WD",971.0,1990,"2Story","Ex",302000.00000000023
9,"NoRidge",3.0,"Gtl",2599,668,"RL","WD",1393.0,1999,"2Story","Gd",333168.0000000001
4,"Edwards",1.0,"Gtl",948,0,"RL","WD",216.0,1954,"1Story","TA",119000.0000000001
6,"NAmes",2.0,"Gtl",2112,280,"RL","WD",176.0,1969,"2Story","Fa",206900.00000000003
8,"CollgCr",3.0,"Gtl",1630,172,"RL","WD",1622.0,2008,"1Story","Ex",295493.00000000023
7,"Somerst",2.0,"Gtl",1352,0,"FV","New",1352.0,2007,"1Story","Ex",208899.99999999988
8,"CollgCr",3.0,"Gtl",1787,198,"RL","WD",1753.0,2002,"1Story","Gd",275000.00000000006
4,"Edwards",1.0,"Gtl",948,0,"RL","WD",372.0,1954,"1Story","TA",111000.00000000004
6,"NAmes",2.0,"Gtl",1478,114,"RL","WD",628.0,1957,"1Story","TA",156500.00000000006
3,"BrkSide",1.0,"Gtl",720,0,"RL","WD",0.0,1950,"1Story","_NA",72499.99999999996
7,"NoRidge",2.0,"Gtl",1923,240,"RL","WD",76.0,1992,"2Story","Gd",190000.00000000012
4,"BrkSide",0.0,"Gtl",708,164,"RL","WD",140.0,1950,"1Story","TA",82500.00000000003
8,"Somerst",3.0,"Gtl",1795,0,"RL","New",1795.0,2007,"1Story","Ex",146999.9999999999
4,"IDOTRR",0.0,"Gtl",796,0,"RM","WD",796.0,1950,"1Story","TA",54999.999999999956
3,"Edwards",0.0,"Mod",774,0,"RH","WD",0.0,2006,"1Story","TA",79000.00000000006
5,"Mitchel",1.0,"Gtl",816,0,"RL","WD",175.0,2008,"1Story","TA",130500.00000000012
6,"OldTown",2.0,"Gtl",2792,0,"RM","WD",1017.0,1950,"1.5Fin","Gd",256000.00000000012
7,"Gilbert",2.0,"Gtl",1632,0,"RL","WD",935.0,1998,"2Story","Gd",176499.99999999988
8,"Somerst",3.0,"Gtl",1588,144,"RL","WD",1588.0,2006,"1Story","Gd",226999.9999999998
5,"CollgCr",2.0,"Gtl",954,0,"RL","WD",428.0,1976,"SLvl","TA",132499.99999999994
4,"Edwards",1.0,"Mod",816,0,"RL","WD",126.0,1958,"1Story","TA",100000.00000000001
5,"IDOTRR",1.0,"Gtl",1360,0,"RM","WD",803.0,1995,"1.5Fin","TA",125499.99999999991
5,"BrDale",2.0,"Gtl",1365,0,"RM","WD",0.0,1970,"2Story","TA",124999.99999999991
6,"NWAmes",2.0,"Gtl",1334,0,"RL","WD",664.0,1977,"1Story","Gd",167900.00000000006
5,"NWAmes",2.0,"Gtl",1656,0,"RL","WD",1656.0,1973,"1Story","TA",135000.00000000012
4,"OldTown",0.0,"Mod",693,0,"RM","WD",693.0,1950,"1Story","TA",52500.000000000015
7,"CollgCr",2.0,"Gtl",1861,146,"RL","WD",216.0,2002,"2Story","Gd",200000.00000000006
5,"CollgCr",1.0,"Gtl",864,0,"RL","WD",504.0,1972,"1Story","TA",128500.00000000012
4,"NAmes",4.0,"Gtl",872,0,"RL","WD",858.0,1971,"1Story","TA",123000.00000000003
6,"SawyerW",2.0,"Gtl",1114,0,"RL","WD",300.0,2004,"1Story","Gd",155000.0
8,"CollgCr",2.0,"Gtl",2169,192,"RL","WD",1284.0,2002,"2Story","Gd",228500.0
6,"Crawfor",2.0,"Gtl",1913,0,"RL","WD",896.0,1950,"1.5Fin","TA",177000.00000000006
7,"CollgCr",2.0,"Gtl",1456,0,"RL","New",728.0,2006,"2Story","Gd",155835.00000000012
4,"OldTown",1.0,"Gtl",960,0,"RM","WD",710.0,1950,"1Story","TA",108500.00000000009
7,"NWAmes",2.0,"Gtl",2156,0,"RL","WD",1203.0,2003,"1Story","TA",262499.9999999999
8,"Timber",3.0,"Gtl",1776,0,"RL","New",1652.0,2007,"1Story","Ex",283462.9999999998
7,"SawyerW",2.0,"Gtl",1494,402,"RL","WD",39.0,1998,"1Story","Gd",215000.00000000006
8,"OldTown",0.0,"Gtl",2358,0,"RM","WD",425.0,1987,"2Story","TA",122000.0000000001
5,"NAmes",4.0,"Gtl",2634,0,"RL","WD",748.0,1969,"2Story","TA",200000.00000000006
6,"NAmes",2.0,"Gtl",1716,0,"RL","WD",539.0,1962,"2Story","TA",171000.00000000003
6,"BrkSide",2.0,"Gtl",1176,210,"RM","WD",698.0,2000,"1.5Fin","TA",134899.9999999999
8,"NoRidge",3.0,"Gtl",3238,283,"RL","WD",1217.0,1996,"1.5Fin","Gd",410000.00000000006
7,"CollgCr",3.0,"Gtl",1865,0,"RL","WD",257.0,2000,"2Story","Gd",234999.99999999994
7,"NWAmes",2.0,"Gtl",1920,0,"RL","WD",570.0,1992,"SLvl","TA",170000.0
5,"NAmes",1.0,"Gtl",892,0,"RL","WD",524.0,1966,"1Story","TA",109999.99999999991
5,"NAmes",2.0,"Gtl",1078,0,"RL","WD",344.0,2008,"1Story","TA",149899.99999999994
6,"Somerst",2.0,"Gtl",1573,0,"FV","WD",378.0,2000,"2Story","Gd",177499.99999999997
9,"NridgHt",3.0,"Gtl",1980,194,"RL","WD",533.0,2005,"1Story","Ex",314999.99999999994
5,"SWISU",2.0,"Gtl",2601,183,"RL","WD",612.0,1998,"2Story","TA",189000.0
7,"StoneBr",2.0,"Mod",1530,168,"RL","WD",256.0,2005,"1Story","Ex",260000.00000000015
4,"NAmes",1.0,"Gtl",1738,55,"RL","WD",715.0,2007,"1.5Fin","TA",104899.99999999994
6,"Gilbert",2.0,"Gtl",1412,0,"RL","New",616.0,2007,"2Story","Gd",156932.00000000012
7,"Somerst",2.0,"Gtl",1200,0,"FV","WD",600.0,2005,"2Story","Gd",144151.99999999994
7,"Somerst",2.0,"Gtl",1674,0,"FV","WD",281.0,2000,"2Story","Gd",216000.0
7,"CollgCr",2.0,"Gtl",1790,0,"RL","WD",240.0,1999,"2Story","Gd",192999.99999999997
5,"MeadowV",1.0,"Gtl",1475,104,"RM","WD",36.0,1977,"2Story","TA",126999.99999999996
6,"CollgCr",2.0,"Gtl",848,140,"RM","WD",163.0,2004,"1Story","Gd",144000.00000000012
8,"CollgCr",2.0,"Gtl",1668,0,"RL","WD",315.0,2003,"1Story","Gd",232000.00000000015
4,"OldTown",1.0,"Gtl",1374,0,"RL","WD",420.0,1950,"1.5Fin","TA",105000.00000000003
6,"NAmes",1.0,"Gtl",1661,0,"RL","WD",161.0,1996,"SLvl","TA",165499.99999999994
7,"CollgCr",2.0,"Gtl",2097,253,"RL","WD",133.0,1998,"2Story","Gd",274299.99999999977
10,"NoRidge",3.0,"Gtl",2633,314,"RL","WD",1351.0,2002,"1Story","Ex",466499.9999999999
7,"Somerst",3.0,"Gtl",1958,154,"FV","WD",1026.0,2005,"2Story","Gd",249999.99999999983
8,"Timber",3.0,"Gtl",1571,100,"RL","New",1571.0,2007,"1Story","Gd",239000.00000000003
6,"SWISU",1.0,"Gtl",790,0,"RL","WD",384.0,1950,"1Story","Gd",90999.99999999996
5,"Edwards",2.0,"Gtl",1604,0,"RL","WD",156.0,1960,"1.5Fin","TA",117000.0
6,"BrDale",1.0,"Gtl",987,72,"RM","WD",174.0,1973,"2Story","TA",83000.0
5,"Timber",2.0,"Gtl",1394,100,"RL","WD",384.0,2007,"SLvl","Gd",167499.9999999999
3,"Edwards",1.0,"Gtl",864,0,"RL","WD",661.0,1950,"1Story","TA",58499.99999999999
6,"NAmes",2.0,"Gtl",2117,0,"RL","WD",340.0,1970,"1Story","TA",237499.99999999994
7,"OldTown",2.0,"Gtl",1762,36,"RM","WD",596.0,1950,"2Story","Fa",156999.9999999999
5,"Sawyer",2.0,"Gtl",1416,0,"RL","WD",816.0,2007,"1Story","TA",112000.00000000003
6,"Edwards",1.0,"Gtl",1258,0,"RL","WD",356.0,1950,"1.5Fin","TA",105000.00000000003
4,"IDOTRR",1.0,"Gtl",1154,0,"RM","WD",61.0,2007,"1.5Fin","TA",125499.99999999991
7,"NWAmes",2.0,"Gtl",2784,0,"RL","WD",133.0,1978,"2Story","Gd",249999.99999999983
6,"OldTown",1.0,"Gtl",2526,88,"RM","CWD",0.0,1950,"1.5Fin","TA",135999.99999999988
9,"Gilbert",3.0,"Gtl",1746,201,"RL","WD",426.0,2007,"1Story","Ex",377499.9999999999
6,"BrkSide",2.0,"Gtl",1218,0,"RM","WD",360.0,1950,"1.5Fin","TA",130999.99999999993
7,"CollgCr",2.0,"Gtl",1525,219,"RL","WD",125.0,2000,"1Story","Gd",234999.99999999994
5,"NAmes",3.0,"Gtl",1584,0,"RL","WD",1584.0,1967,"1Story","TA",124000.0000000001
5,"NAmes",1.0,"Gtl",900,175,"RL","WD",95.0,1967,"SFoyer","TA",123000.00000000003
6,"OldTown",2.0,"Gtl",1912,0,"RM","WD",482.0,2000,"1.5Fin","Fa",163000.00000000012
7,"Blmngtn",3.0,"Gtl",1500,161,"RL","New",286.0,2006,"1Story","Gd",246578.00000000012
8,"Timber",3.0,"Gtl",2482,144,"RL","WD",1094.0,2006,"2Story","Gd",281212.9999999998
5,"Timber",2.0,"Sev",1687,0,"RL","WD",60.0,1950,"1Story","TA",159999.9999999999
5,"BrkSide",1.0,"Gtl",1513,24,"RM","WD",939.0,2004,"2Story","TA",137500.0
5,"NAmes",1.0,"Gtl",1904,0,"RL","WD",676.0,1982,"1.5Fin","TA",137999.99999999988
6,"SWISU",1.0,"Gtl",1608,147,"RL","WD",712.0,1990,"1.5Fin","TA",137449.99999999988
6,"BrkSide",1.0,"Gtl",1158,0,"RM","WD",862.0,1950,"1.5Fin","TA",120000.00000000006
6,"Gilbert",2.0,"Gtl",1593,100,"RL","WD",80.0,2004,"2Story","TA",192999.99999999997
7,"CollgCr",2.0,"Gtl",1294,168,"RL","New",1286.0,2006,"1Story","Gd",193879.00000000006
8,"Somerst",3.0,"Gtl",1464,168,"RL","WD",556.0,2007,"1Story","Gd",282922.0000000002
3,"OldTown",3.0,"Gtl",1214,216,"RL","WD",672.0,1950,"1.5Fin","TA",105000.00000000003
8,"Crawfor",2.0,"Mod",1646,128,"RM","WD",221.0,2005,"1Story","Ex",275000.00000000006
5,"CollgCr",2.0,"Gtl",768,58,"RL","WD",112.0,2007,"SFoyer","Gd",132999.99999999997
5,"Mitchel",0.0,"Gtl",833,0,"RL","WD",208.0,1985,"1Story","TA",112000.00000000003
4,"OldTown",2.0,"Gtl",1363,0,"RM","WD",622.0,1950,"2Story","Fa",125499.99999999991
7,"NWAmes",2.0,"Gtl",2093,364,"RL","WD",791.0,1991,"2Story","Gd",215000.00000000006
7,"CollgCr",2.0,"Gtl",1840,0,"RL","WD",278.0,2001,"2Story","Gd",230000.0000000002
6,"NAmes",1.0,"Gtl",1668,0,"RL","WD",736.0,2005,"1.5Fin","TA",139999.9999999999
4,"NAmes",2.0,"Gtl",1040,0,"RL","WD",0.0,1950,"1Story","_NA",89999.99999999997
8,"SawyerW",2.0,"Gtl",1844,165,"RL","COD",868.0,2006,"1Story","Gd",256999.9999999998
6,"BrkSide",2.0,"Gtl",1848,0,"RL","WD",833.0,2000,"1.5Fin","TA",207000.0000000001
7,"Blmngtn",3.0,"Gtl",1569,143,"RL","WD",398.0,2007,"1Story","Gd",175899.99999999988
4,"OldTown",2.0,"Gtl",2290,0,"RM","WD",777.0,1950,"2Story","TA",122499.9999999999
8,"NoRidge",3.0,"Gtl",2450,0,"RL","WD",503.0,1998,"2Story","Gd",340000.00000000006
5,"NAmes",1.0,"Gtl",1144,0,"RL","COD",247.0,1963,"1Story","TA",124000.0000000001
6,"Crawfor",2.0,"Gtl",1844,0,"RL","WD",734.0,1969,"1Story","TA",222999.99999999997
6,"NWAmes",2.0,"Gtl",1416,0,"RL","WD",304.0,1968,"2Story","TA",179900.0
6,"NPkVill",2.0,"Gtl",1069,0,"RL","WD",709.0,1977,"1Story","Gd",127499.99999999991
6,"CollgCr",2.0,"Gtl",848,140,"RM","WD",162.0,2003,"1Story","Gd",136500.0000000001
6,"Edwards",2.0,"Gtl",2201,586,"RL","WD",697.0,1966,"SLvl","Gd",274970.0
5,"NAmes",1.0,"Gtl",1344,316,"RL","WD",193.0,1983,"1Story","TA",144000.00000000012
6,"NAmes",2.0,"Gtl",1252,0,"RL","WD",1252.0,1959,"1Story","TA",142000.00000000012
7,"NoRidge",2.0,"Gtl",2127,171,"RL","WD",223.0,1994,"2Story","Gd",271000.0
5,"NAmes",1.0,"Gtl",1558,0,"RL","WD",333.0,1950,"1.5Fin","TA",139999.9999999999
5,"OldTown",1.0,"Gtl",804,0,"RM","WD",278.0,1992,"1Story","TA",119000.0000000001
6,"NWAmes",2.0,"Gtl",1440,0,"RL","WD",762.0,1981,"1Story","Gd",182900.00000000012
5,"Gilbert",2.0,"Gtl",1838,100,"RL","WD",732.0,2005,"2Story","Gd",192140.0000000001
6,"NPkVill",2.0,"Gtl",958,0,"RL","WD",0.0,1976,"1Story","Gd",143749.99999999997
4,"OldTown",1.0,"Gtl",968,0,"RL","WD",656.0,2007,"1Story","TA",64500.00000000003
6,"Gilbert",2.0,"Gtl",1792,0,"RL","WD",936.0,2000,"2Story","Gd",186499.99999999985
5,"Mitchel",2.0,"Mod",1126,295,"RL","WD",190.0,1977,"1Story","TA",159999.9999999999
6,"NAmes",2.0,"Gtl",1537,0,"RL","COD",1319.0,2005,"1Story","TA",173999.99999999997
4,"NAmes",2.0,"Gtl",864,0,"RL","WD",248.0,1971,"1Story","TA",120499.99999999994
8,"NridgHt",3.0,"Gtl",1932,0,"RL","New",596.0,2008,"1Story","Ex",394616.9999999999
6,"OldTown",2.0,"Gtl",1236,0,"RM","WD",312.0,1996,"1Story","TA",149700.00000000012
7,"NWAmes",2.0,"Gtl",1725,0,"RL","WD",114.0,1979,"SLvl","TA",197000.00000000012
6,"Crawfor",2.0,"Mod",2555,431,"RL","WD",588.0,1994,"2.5Fin","Ex",190999.99999999994
6,"CollgCr",2.0,"Gtl",848,149,"RM","WD",151.0,2004,"1Story","Gd",149299.99999999994
10,"Somerst",3.0,"Gtl",2007,168,"FV","WD",252.0,2008,"2Story","Ex",310000.0
6,"BrkSide",1.0,"Gtl",952,0,"RL","WD",952.0,1950,"1.5Unf","TA",121000.0
7,"CollgCr",2.0,"Gtl",1422,192,"RL","WD",1422.0,2004,"1Story","Gd",179600.0
6,"Sawyer",1.0,"Gtl",913,0,"RL","WD",0.0,1966,"SFoyer","TA",129000.00000000006
5,"Mitchel",1.0,"Gtl",1188,261,"RL","WD",595.0,1962,"1Story","TA",157900.00000000006
8,"CollgCr",2.0,"Gtl",2090,0,"RL","WD",141.0,1996,"2Story","Gd",240000.00000000015
4,"Edwards",1.0,"Gtl",1346,168,"RL","WD",560.0,2000,"2Story","Fa",112000.00000000003
5,"MeadowV",0.0,"Gtl",630,0,"RM","WD",77.0,1970,"SFoyer","Gd",92000.0
5,"NAmes",0.0,"Gtl",1792,32,"RL","WD",896.0,1974,"2Story","Gd",135999.99999999988
8,"Somerst",3.0,"Gtl",1578,0,"RL","New",1573.0,2009,"1Story","Gd",287090.00000000006
5,"Edwards",2.0,"Gtl",1072,0,"RM","WD",0.0,2005,"SLvl","Gd",144999.99999999994
5,"Mitchel",0.0,"Gtl",1140,36,"RL","WD",1140.0,2006,"1Story","Gd",84500.00000000004
7,"Somerst",2.0,"Gtl",1221,0,"FV","WD",811.0,2005,"1Story","Gd",185000.00000000006
6,"Gilbert",2.0,"Gtl",1647,0,"RL","WD",953.0,2000,"2Story","Gd",175000.00000000003
6,"NWAmes",2.0,"Gtl",2073,349,"RL","WD",589.0,1988,"1Story","Gd",210000.0000000001
7,"Crawfor",1.0,"Gtl",2340,0,"RL","WD",877.0,2006,"2Story","TA",266500.00000000006
5,"NAmes",1.0,"Gtl",1078,366,"RL","WD",0.0,1996,"1Story","TA",142124.99999999997
5,"Edwards",1.0,"Gtl",1256,736,"RL","WD",136.0,1965,"1Story","TA",147500.0
